Sr.No,Year,Facility_number,Facility_name,Start_date,End_date,Country_name,Type_of_control,Hours_type,Productive_hours,Productive_hours_per_adjusted_patient_day,performance
2349,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"Daily Cost Centers",305850,10,NULL
2350,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"Ambulatory Cost Centers",67006,2,NULL
2351,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"Ancillary Cost Centers",149031,5,NULL
2352,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"Education Cost Centers",0,0,NULL
2353,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"General Services Cost Centers",162984,5,NULL
2354,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"Fiscal Services Cost Centers",63691,2,NULL
2355,2009,106190475,"COMMUNITY HOSPITAL OF LONG BEACH",10/1/2008,9/30/2009,"Los Angeles",Non-Profit,"Administrative Services Cost Centers",77249,3,NULL
2356,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Management & Supervision",79997,4,NULL
2357,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Technician & Specialist",216664,9,NULL
2358,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Registered Nurse",241281,11,NULL
2359,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Licensed Vocational Nurse",5098,0,NULL
2360,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Aides & Orderlies",85743,4,NULL
2361,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Clerical & Other Administrative",179259,8,NULL
2362,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Environmental & Food Services",45315,2,NULL
2363,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,Other,92,0,NULL
2364,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Registry Nursing",19022,1,NULL
2365,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Other",15993,1,NULL
2366,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Daily Cost Centers",217478,10,NULL
2367,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ambulatory Cost Centers",102708,5,NULL
2368,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ancillary Cost Centers",240234,11,NULL
2369,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Education Cost Centers",0,0,NULL
2370,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"General Services Cost Centers",114724,5,NULL
2371,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Fiscal Services Cost Centers",117111,5,NULL
2372,2009,106190500,"MARINA DEL REY HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Administrative Services Cost Centers",85490,4,NULL
2373,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Management & Supervision",136159,2,NULL
2374,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Technician & Specialist",499014,6,NULL
2375,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Registered Nurse",806299,10,NULL
2376,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Licensed Vocational Nurse",60024,1,NULL
2377,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Aides & Orderlies",203558,3,NULL
2378,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Clerical & Other Administrative",291967,4,NULL
2379,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Environmental & Food Services",60715,1,NULL
2380,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,Other,52783,1,NULL
2381,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Registry Nursing",86403,1,NULL
2382,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Other",33205,0,NULL
2383,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Daily Cost Centers",837872,11,NULL
2384,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ambulatory Cost Centers",136219,2,NULL
2385,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ancillary Cost Centers",626141,8,NULL
2386,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Education Cost Centers",0,0,NULL
2387,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"General Services Cost Centers",315699,4,NULL
2388,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Fiscal Services Cost Centers",99167,1,NULL
2389,2009,106190517,"TARZANA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Administrative Services Cost Centers",214917,3,NULL
2390,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Management & Supervision",63491,1,NULL
2391,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Technician & Specialist",222993,4,NULL
2392,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Registered Nurse",255474,4,NULL
2393,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Licensed Vocational Nurse",109324,2,NULL
2394,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Aides & Orderlies",119029,2,NULL
2395,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Clerical & Other Administrative",166306,3,NULL
2396,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Environmental & Food Services",88405,1,NULL
2397,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,Other,0,0,NULL
2398,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Contracted Registry Nursing",102805,2,NULL
2399,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Contracted Other",38563,1,NULL
2400,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Daily Cost Centers",496026,8,NULL
2401,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Ambulatory Cost Centers",75389,1,NULL
2402,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Ancillary Cost Centers",265752,4,NULL
2403,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Education Cost Centers",0,0,NULL
2404,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"General Services Cost Centers",150412,2,NULL
2405,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Fiscal Services Cost Centers",69911,1,NULL
2406,2009,106190521,"MEMORIAL HOSPITAL OF GARDENA",7/1/2008,6/30/2009,"Los Angeles",Investor,"Administrative Services Cost Centers",108900,2,NULL
2407,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Management & Supervision",228172,3,NULL
2408,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Technician & Specialist",449710,6,NULL
2409,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Registered Nurse",601419,8,NULL
2410,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Licensed Vocational Nurse",26356,0,NULL
2411,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Aides & Orderlies",96324,1,NULL
2412,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Clerical & Other Administrative",306691,4,NULL
2413,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Environmental & Food Services",173333,2,NULL
2414,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,Other,39091,1,NULL
2415,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Contracted Registry Nursing",43267,1,NULL
2416,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Contracted Other",56279,1,NULL
2417,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Daily Cost Centers",659627,9,NULL
2418,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Ambulatory Cost Centers",138760,2,NULL
2419,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Ancillary Cost Centers",486548,7,NULL
2420,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Education Cost Centers",10348,0,NULL
2421,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"General Services Cost Centers",369037,5,NULL
2422,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Fiscal Services Cost Centers",144169,2,NULL
2423,2009,106190522,"GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Administrative Services Cost Centers",212153,3,NULL
2424,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Management & Supervision",80162,2,NULL
2425,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Technician & Specialist",173485,4,NULL
2426,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Registered Nurse",180443,4,NULL
2427,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Licensed Vocational Nurse",68298,1,NULL
2428,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Aides & Orderlies",84748,2,NULL
2429,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Clerical & Other Administrative",135032,3,NULL
2430,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Environmental & Food Services",74483,2,NULL
2431,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,Other,3806,0,NULL
2432,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Contracted Registry Nursing",16522,0,NULL
2433,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Contracted Other",0,0,NULL
2434,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Daily Cost Centers",321855,7,NULL
2435,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Ambulatory Cost Centers",88473,2,NULL
2436,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Ancillary Cost Centers",127468,3,NULL
2437,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Education Cost Centers",0,0,NULL
2438,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"General Services Cost Centers",137304,3,NULL
2439,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Fiscal Services Cost Centers",64247,1,NULL
2440,2009,106190524,"MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Administrative Services Cost Centers",77632,2,NULL
2441,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Management & Supervision",289364,2,NULL
2442,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Technician & Specialist",1463829,9,NULL
2443,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Registered Nurse",1310249,8,NULL
2444,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Licensed Vocational Nurse",45862,0,NULL
2445,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Aides & Orderlies",487493,3,NULL
2446,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Clerical & Other Administrative",753926,5,NULL
2447,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Environmental & Food Services",92003,1,NULL
2448,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,Other,157473,1,NULL
2449,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Contracted Registry Nursing",121454,1,NULL
2450,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Contracted Other",511454,3,NULL
2451,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Daily Cost Centers",1664655,10,NULL
2452,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Ambulatory Cost Centers",373615,2,NULL
2453,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Ancillary Cost Centers",1419676,9,NULL
2454,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Education Cost Centers",44464,0,NULL
2455,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"General Services Cost Centers",888606,5,NULL
2456,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Fiscal Services Cost Centers",177710,1,NULL
2457,2009,106190525,"LONG BEACH MEMORIAL MEDICAL CENTER",7/1/2008,6/30/2009,"Los Angeles",Non-Profit,"Administrative Services Cost Centers",435027,3,NULL
2458,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Management & Supervision",179528,2,NULL
2459,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Technician & Specialist",723471,7,NULL
2460,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Registered Nurse",850600,8,NULL
2461,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Licensed Vocational Nurse",87727,1,NULL
2462,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Aides & Orderlies",340019,3,NULL
2463,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Clerical & Other Administrative",513067,5,NULL
2464,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Environmental & Food Services",238907,2,NULL
2465,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,Other,144734,1,NULL
2466,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Contracted Registry Nursing",32738,0,NULL
2467,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Contracted Other",39237,0,NULL
2468,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Daily Cost Centers",1185807,11,NULL
2469,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Ambulatory Cost Centers",153799,1,NULL
2470,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Ancillary Cost Centers",660735,6,NULL
2471,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Education Cost Centers",0,0,NULL
2472,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"General Services Cost Centers",552670,5,NULL
2473,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Fiscal Services Cost Centers",192779,2,NULL
2474,2009,106190529,"METHODIST HOSPITAL OF SOUTHERN CALIFORNIA",1/1/2009,12/31/2009,"Los Angeles",Non-Profit,"Administrative Services Cost Centers",404238,4,NULL
2475,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Management & Supervision",240308,5,NULL
2476,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Technician & Specialist",273987,6,NULL
2477,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Registered Nurse",285759,6,NULL
2478,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Licensed Vocational Nurse",29561,1,NULL
2479,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Aides & Orderlies",86741,2,NULL
2480,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Clerical & Other Administrative",101653,2,NULL
2481,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Environmental & Food Services",57479,1,NULL
2482,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,Other,17367,0,NULL
2483,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Registry Nursing",225,0,NULL
2484,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Other",7915,0,NULL
2485,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Daily Cost Centers",359508,8,NULL
2486,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ambulatory Cost Centers",92073,2,NULL
2487,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ancillary Cost Centers",260106,5,NULL
2488,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Education Cost Centers",0,0,NULL
2489,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"General Services Cost Centers",148126,3,NULL
2490,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Fiscal Services Cost Centers",92016,2,NULL
2491,2009,106190534,"OLYMPIA MEDICAL CENTER",1/1/2009,12/31/2009,"Los Angeles",Investor,"Administrative Services Cost Centers",149166,3,NULL
2492,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Management & Supervision",37067,7,NULL
2493,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Technician & Specialist",28106,6,NULL
2494,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Registered Nurse",63091,12,NULL
2495,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Licensed Vocational Nurse",7062,1,NULL
2496,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Aides & Orderlies",14049,3,NULL
2497,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Clerical & Other Administrative",16618,3,NULL
2498,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Environmental & Food Services",23175,5,NULL
2499,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,Other,0,0,NULL
2500,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Registry Nursing",0,0,NULL
2501,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Contracted Other",2116,0,NULL
2502,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Daily Cost Centers",76872,15,NULL
2503,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ambulatory Cost Centers",0,0,NULL
2504,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Ancillary Cost Centers",40535,8,NULL
2505,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Education Cost Centers",0,0,NULL
2506,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"General Services Cost Centers",36350,7,NULL
2507,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Fiscal Services Cost Centers",11610,2,NULL
2508,2009,106190541,"MONROVIA MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"Los Angeles",Investor,"Administrative Services Cost Centers",25917,5,NULL
2509,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Management & Supervision",45420,2,NULL
2510,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Technician & Specialist",116759,4,NULL
2511,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Registered Nurse",200930,8,NULL
2512,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Licensed Vocational Nurse",37321,1,NULL
2513,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Aides & Orderlies",23868,1,NULL
2514,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Clerical & Other Administrative",109299,4,NULL
2515,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Environmental & Food Services",22788,1,NULL
2516,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,Other,866,0,NULL
2517,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Contracted Registry Nursing",0,0,NULL
2518,2009,106190547,"MONTEREY PARK HOSPITAL",7/1/2008,6/30/2009,"Los Angeles",Investor,"Contracted Other",0,0,NULL
